['INFO ]2023-06-23 23:23:41,568(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Loading Config file
['INFO ]2023-06-23 23:24:10,528(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------------User Enters  invalid python code {string} in implementation link list in python---------------------------
['INFO ]2023-06-23 23:24:10,649(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['INFO ]2023-06-23 23:24:10,689(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------------The user get the error message of implementation link list in python---------------------------
['INFO ]2023-06-23 23:24:10,699(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:10,857(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------------The user clicks Traversal link---------------------------
['INFO ]2023-06-23 23:24:10,876(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickTraversalOn Linked List Page
['INFO ]2023-06-23 23:24:11,045(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageTraversal
['INFO ]2023-06-23 23:24:11,046(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------------The user move to Traversal of Linked List Page---------------------------
['INFO ]2023-06-23 23:24:11,058(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------------The user is on the Traversal Page---------------------------
['INFO ]2023-06-23 23:24:11,060(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------The user clicks Try Here button in the traversal page---------------------------
['INFO ]2023-06-23 23:24:11,219(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:11,229(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------------The user is on Tryeditor page of traversal--------------------------
['INFO ]2023-06-23 23:24:11,229(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------The user Enter valid python code {string} in traversal page-------------------------
['INFO ]2023-06-23 23:24:11,433(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------click on run button of traversal page-------------------------
['INFO ]2023-06-23 23:24:11,468(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:11,470(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------------The user should get the Run output of traversal page-------------------------
['INFO ]2023-06-23 23:24:11,512(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:11,614(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------------The user clicks Insertion link-------------------------
['INFO ]2023-06-23 23:24:11,631(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickInsertionOn Linked List Page
['INFO ]2023-06-23 23:24:11,832(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageInsertion
['INFO ]2023-06-23 23:24:11,833(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------The user move to Insertion of Linked List Page-------------------------
['INFO ]2023-06-23 23:24:11,843(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------------The user is on the Insertion Page------------------------
['INFO ]2023-06-23 23:24:11,844(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------- The user clicks Try Here button in the Insertion page------------------------
['INFO ]2023-06-23 23:24:12,007(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:12,009(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------- The user redirected to the tryEditor page of Insertion----------------------
['INFO ]2023-06-23 23:24:12,022(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on Tryeditor page of Insertion----------------------
['INFO ]2023-06-23 23:24:12,023(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------The user Enter invalid python code {string} in insertion page----------------------
['INFO ]2023-06-23 23:24:12,094(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------------click on run button of insertion page----------------------
['INFO ]2023-06-23 23:24:12,133(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:12,137(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------------The user get the error message of insertion page---------------------
['INFO ]2023-06-23 23:24:12,149(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------------The user is on the Linked List page---------------------------------------------
['INFO ]2023-06-23 23:24:12,241(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------------The user clicks Deletion link--------------------
['INFO ]2023-06-23 23:24:12,262(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickDeletionOn Linked List Page
['INFO ]2023-06-23 23:24:12,430(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PageDeletion
['INFO ]2023-06-23 23:24:12,431(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------------------------The user move to Deletion of Linked List Page-------------------
['INFO ]2023-06-23 23:24:12,442(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------------The user is on the Deletion page-------------------
['INFO ]2023-06-23 23:24:12,443(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------The user clicks Try Here button in the Deletion page-------------------
['INFO ]2023-06-23 23:24:12,609(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is in editor page-----
['INFO ]2023-06-23 23:24:12,610(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)------------------------------The user redirected to the tryEditor page of Deletion-------------------
['INFO ]2023-06-23 23:24:12,619(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------The user is on Tryeditor page of deletion------------------
['INFO ]2023-06-23 23:24:12,620(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------------------The user Enter valid python code {string} in deletion page------------------
['INFO ]2023-06-23 23:24:12,688(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)----------------------------click on run button of deletion page------------------
['INFO ]2023-06-23 23:24:12,729(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Clicked on Run button
['INFO ]2023-06-23 23:24:12,730(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------The user should get the Run output deletion page------------------
['WARN ]2023-06-23 23:24:12,759(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-*******LinkedList Introduction Page****************
['INFO ]2023-06-23 23:24:12,911(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------------------------User clicks on the Practice Questions------------------
['INFO ]2023-06-23 23:24:12,931(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-ClickPractice Questions
['INFO ]2023-06-23 23:24:13,061(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of the PagePractice Questions
['INFO ]2023-06-23 23:24:13,063(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-------------------------User redirected to Practice Questions of Linked List Page------------------
['INFO ]2023-06-23 23:24:13,310(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-user is on stack page SDST
['INFO ]2023-06-23 23:24:13,570(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Operations in Stack
['INFO ]2023-06-23 23:24:13,582(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:13,831(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['WARN ]2023-06-23 23:24:14,223(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-checking alert message from tryeditor SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:14,225(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:14,485(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Practice Questions
['INFO ]2023-06-23 23:24:14,590(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Home Page of Dsalgo Portal------------------------
['INFO ]2023-06-23 23:24:14,591(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on getstarted button------------------------
['INFO ]2023-06-23 23:24:14,739(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to Queue data structure------------------------
['INFO ]2023-06-23 23:24:14,748(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Queue Data Structure------------------------
['INFO ]2023-06-23 23:24:14,749(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on Implementation of Queue in Python------------------------
['INFO ]2023-06-23 23:24:14,844(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is in Implementation of Queue in Python Page 
['INFO ]2023-06-23 23:24:14,852(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Implementation of Queue in Python------------------------
['INFO ]2023-06-23 23:24:14,853(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on TRYHERE button------------------------
['INFO ]2023-06-23 23:24:15,059(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to tryEditor Page------------------------
['INFO ]2023-06-23 23:24:15,070(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:15,263(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['INFO ]2023-06-23 23:24:15,299(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------The User is Presented with a Result------------------------
['INFO ]2023-06-23 23:24:15,430(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to Implementation of Queue in python------------------------
['INFO ]2023-06-23 23:24:15,431(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on TRYHERE button------------------------
['INFO ]2023-06-23 23:24:15,708(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['WARN ]2023-06-23 23:24:15,750(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-***Error Message from Alert*******SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:15,760(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Queue Data Structure------------------------
['INFO ]2023-06-23 23:24:15,761(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on the Implementation using collections.deque link------------------------
['INFO ]2023-06-23 23:24:15,851(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is in Implementation using collection.deque 
['INFO ]2023-06-23 23:24:15,852(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to Implementation using collections.deque link-----------------------
['INFO ]2023-06-23 23:24:15,865(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on TRYHERE button------------------------
['INFO ]2023-06-23 23:24:16,061(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to tryEditor Page------------------------
['INFO ]2023-06-23 23:24:16,088(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:16,203(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['INFO ]2023-06-23 23:24:16,238(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------The User is Presented with a Result------------------------
['INFO ]2023-06-23 23:24:16,263(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Queue Data Structure------------------------
['INFO ]2023-06-23 23:24:16,354(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to Implementation using array page-----------------------
['INFO ]2023-06-23 23:24:16,364(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Implementation using array page-----------------------
['INFO ]2023-06-23 23:24:16,365(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on TRYHERE button------------------------
['INFO ]2023-06-23 23:24:16,560(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to tryEditor Page------------------------
['INFO ]2023-06-23 23:24:16,577(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:16,696(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['INFO ]2023-06-23 23:24:16,734(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------The User is Presented with a Result------------------------
['INFO ]2023-06-23 23:24:16,758(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Queue Data Structure------------------------
['INFO ]2023-06-23 23:24:16,758(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on  Queue Operations link-----------------------
['INFO ]2023-06-23 23:24:16,859(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to Queue Operations Page-----------------------
['INFO ]2023-06-23 23:24:16,866(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on QUeue Operations Page-----------------------
['INFO ]2023-06-23 23:24:16,866(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on TRYHERE button------------------------
['INFO ]2023-06-23 23:24:17,116(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is navigated to tryEditor Page------------------------
['INFO ]2023-06-23 23:24:17,129(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:17,220(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------clicks on Run Button------------------------
['INFO ]2023-06-23 23:24:17,256(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------The User is Presented with a Result------------------------
['INFO ]2023-06-23 23:24:17,285(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User is on Implementation of Queue in Python------------------------
['INFO ]2023-06-23 23:24:17,286(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User clicks on Practice Questions link-----------------------
['INFO ]2023-06-23 23:24:17,508(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User Click the tree Get Started Button
['INFO ]2023-06-23 23:24:17,740(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Tree Data Structure Page 
['INFO ]2023-06-23 23:24:17,745(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Tree
['INFO ]2023-06-23 23:24:17,754(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:17,773(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-click Overview of Trees On Trees page
['INFO ]2023-06-23 23:24:18,021(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Overview of Trees
['INFO ]2023-06-23 23:24:18,022(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Overview of Trees
['INFO ]2023-06-23 23:24:18,030(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Overview of Trees
['INFO ]2023-06-23 23:24:18,038(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:18,258(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to a page having an tryEditor with a Run button to test
['INFO ]2023-06-23 23:24:18,262(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is :Assessment
['INFO ]2023-06-23 23:24:18,269(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:18,270(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User enters Valid Python code--------------
['INFO ]2023-06-23 23:24:18,353(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:18,389(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is presented with the Result-------------
['INFO ]2023-06-23 23:24:18,421(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:18,557(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Terminologies
['INFO ]2023-06-23 23:24:18,557(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Terminologies
['INFO ]2023-06-23 23:24:18,563(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Terminologies
['INFO ]2023-06-23 23:24:18,571(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:18,771(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:18,780(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:18,781(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------User clicks on  Graph Representations link------
['INFO ]2023-06-23 23:24:18,874(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:18,912(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is presented with Error Message-----------------
['INFO ]2023-06-23 23:24:18,919(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:18,927(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:19,044(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Types of Trees
['INFO ]2023-06-23 23:24:19,045(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Types of Trees
['INFO ]2023-06-23 23:24:19,050(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Types of Trees
['INFO ]2023-06-23 23:24:19,059(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:19,252(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:19,270(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:19,270(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User enters Valid Python code--------------
['INFO ]2023-06-23 23:24:19,354(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:19,389(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is presented with the Result-------------
['INFO ]2023-06-23 23:24:19,409(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:19,609(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Tree Traversals
['INFO ]2023-06-23 23:24:19,610(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Tree Traversals
['INFO ]2023-06-23 23:24:19,613(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Tree Traversals
['INFO ]2023-06-23 23:24:19,621(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:19,810(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:19,816(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:19,816(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------User clicks on  Graph Representations link------
['INFO ]2023-06-23 23:24:19,893(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:19,932(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is presented with Error Message-----------------
['INFO ]2023-06-23 23:24:19,941(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:19,953(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:20,067(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Traversals-Illustration
['INFO ]2023-06-23 23:24:20,069(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Traversals-Illustration
['INFO ]2023-06-23 23:24:20,073(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Traversals-Illustration
['INFO ]2023-06-23 23:24:20,083(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:20,270(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:20,279(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:20,280(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:20,396(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:20,429(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is presented with the Result-------------
['INFO ]2023-06-23 23:24:20,449(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:20,679(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Binary Trees
['INFO ]2023-06-23 23:24:20,680(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Binary Trees
['INFO ]2023-06-23 23:24:20,682(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Binary Trees
['INFO ]2023-06-23 23:24:20,691(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:20,887(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:20,896(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:20,897(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------User clicks on  Graph Representations link------
['INFO ]2023-06-23 23:24:20,968(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:21,006(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------User is presented with Error Message-----------------
['INFO ]2023-06-23 23:24:21,013(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-The Error Message is:SyntaxError: bad input on line 1
['INFO ]2023-06-23 23:24:21,034(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:21,313(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Types of Binary Trees
['INFO ]2023-06-23 23:24:21,314(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User redirected to Types of Binary Trees
['INFO ]2023-06-23 23:24:21,317(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is : Types of Binary Trees
['INFO ]2023-06-23 23:24:21,327(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:21,522(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-Title of current page is:Assessment
['INFO ]2023-06-23 23:24:21,533(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)--------------User is on tryEditor Page-------------
['INFO ]2023-06-23 23:24:21,533(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------User Enters Code in Editor------------------------
['INFO ]2023-06-23 23:24:21,640(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-----------------clicks on Run button-----------------
['INFO ]2023-06-23 23:24:21,676(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)---------User is presented with the Result-------------
['INFO ]2023-06-23 23:24:21,698(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)-User is on data structure page SDDS
['INFO ]2023-06-23 23:24:21,816(yyyy-MM-ddHH:mm:ss.SSS][main]utilities.LoggerLoad1)- Title of the page Practice Questions
